Temperature (K),Pressure (MPa),Volume (m3/kg),DOI
190.532,4.5834,0.005586993193790805,https://doi.org/10.6028/NBS.TN.653
191.032,4.6643,0.005587293618224515,https://doi.org/10.6028/NBS.TN.653
191.848,4.7983,0.005589247164848786,https://doi.org/10.6028/NBS.TN.653
191.873,4.8009,0.005589247164848786,https://doi.org/10.6028/NBS.TN.653
193.248,5.0248,0.005589547831739495,https://doi.org/10.6028/NBS.TN.653
195.11,5.334,0.005589848530979976,https://doi.org/10.6028/NBS.TN.653
197.3,5.6992,0.005590600420645717,https://doi.org/10.6028/NBS.TN.653
199.216,6.0228,0.005591101792806914,https://doi.org/10.6028/NBS.TN.653
200.901,6.3092,0.005591402659271104,https://doi.org/10.6028/NBS.TN.653
203.064,6.6782,0.005592054647705362,https://doi.org/10.6028/NBS.TN.653
207.564,7.4516,0.005593308899075269,https://doi.org/10.6028/NBS.TN.653
213.197,8.4266,0.005594864952380649,https://doi.org/10.6028/NBS.TN.653
213.204,8.4282,0.005594864952380649,https://doi.org/10.6028/NBS.TN.653
213.212,8.4293,0.005594864952380649,https://doi.org/10.6028/NBS.TN.653
223.184,10.166,0.005597678083131117,https://doi.org/10.6028/NBS.TN.653
233.161,11.9122,0.0056001921985962535,https://doi.org/10.6028/NBS.TN.653
243.137,13.6601,0.005603010690387513,https://doi.org/10.6028/NBS.TN.653
253.153,15.4123,0.005605529599337595,https://doi.org/10.6028/NBS.TN.653
263.124,17.1554,0.005608353467509221,https://doi.org/10.6028/NBS.TN.653
273.092,18.8977,0.005610877183666429,https://doi.org/10.6028/NBS.TN.653
273.15,18.8927,0.005610877183666429,https://doi.org/10.6028/NBS.TN.653
191.032,4.6701,0.005298398828112862,https://doi.org/10.6028/NBS.TN.653
192.498,4.9295,0.005300245666386634,https://doi.org/10.6028/NBS.TN.653
195.84,5.5256,0.005301056880191896,https://doi.org/10.6028/NBS.TN.653
198.182,5.9511,0.005301642911277177,https://doi.org/10.6028/NBS.TN.653
203.434,6.9192,0.005303040893042264,https://doi.org/10.6028/NBS.TN.653
212.034,8.5308,0.005305297256548025,https://doi.org/10.6028/NBS.TN.653
212.035,8.531,0.005305297256548025,https://doi.org/10.6028/NBS.TN.653
222.632,10.5407,0.005308097815333443,https://doi.org/10.6028/NBS.TN.653
233.402,12.5956,0.005310629894873953,https://doi.org/10.6028/NBS.TN.653
233.403,12.5973,0.005310629894873953,https://doi.org/10.6028/NBS.TN.653
237.033,13.2922,0.005311761067638479,https://doi.org/10.6028/NBS.TN.653
237.034,13.292,0.005311761067638479,https://doi.org/10.6028/NBS.TN.653
243.378,14.5053,0.005313481373442263,https://doi.org/10.6028/NBS.TN.653
243.381,14.505,0.005313481373442263,https://doi.org/10.6028/NBS.TN.653
253.284,16.3987,0.005315701308021859,https://doi.org/10.6028/NBS.TN.653
263.449,18.3402,0.0053185582367234925,https://doi.org/10.6028/NBS.TN.653
268.3,19.2683,0.0053196927898692585,https://doi.org/10.6028/NBS.TN.653
268.3,19.2678,0.0053196927898692585,https://doi.org/10.6028/NBS.TN.653
272.694,20.105,0.005320827827163336,https://doi.org/10.6028/NBS.TN.653
272.695,20.1049,0.005320827827163336,https://doi.org/10.6028/NBS.TN.653
272.698,20.1046,0.005320827827163336,https://doi.org/10.6028/NBS.TN.653
190.032,4.5236,0.0049213488724333425,https://doi.org/10.6028/NBS.TN.653
191.032,4.7247,0.004845085653846727,https://doi.org/10.6028/NBS.TN.653
190.532,4.0239,0.004844859742376322,https://doi.org/10.6028/NBS.TN.653
190.703,4.6599,0.004846554592094963,https://doi.org/10.6028/NBS.TN.653
191.454,4.8097,0.0049230976697679,https://doi.org/10.6028/NBS.TN.653
192.397,4.9969,0.00484678066165535,https://doi.org/10.6028/NBS.TN.653
196.505,5.8521,0.004924303120008909,https://doi.org/10.6028/NBS.TN.653
203.573,7.3642,0.0048493442580912535,https://doi.org/10.6028/NBS.TN.653
209.295,8.611,0.004850778037632875,https://doi.org/10.6028/NBS.TN.653
218.622,10.6682,0.004852892521941092,https://doi.org/10.6028/NBS.TN.653
228.103,12.7755,0.004855235709458498,https://doi.org/10.6028/NBS.TN.653
238.55,15.1093,0.004857619009285493,https://doi.org/10.6028/NBS.TN.653
245.92,16.7546,0.004936429256407494,https://doi.org/10.6028/NBS.TN.653
252.972,18.3347,0.004861141493245444,https://doi.org/10.6028/NBS.TN.653
260.108,19.93,0.004862809825661266,https://doi.org/10.6028/NBS.TN.653
267.312,21.5373,0.004941554944862818,https://doi.org/10.6028/NBS.TN.653
274.151,23.0576,0.004866111946773922,https://doi.org/10.6028/NBS.TN.653
188.969,4.3866,0.004533591702119957,https://doi.org/10.6028/NBS.TN.653
189.258,4.4502,0.004533789517189496,https://doi.org/10.6028/NBS.TN.653
189.767,4.5639,0.004533789517189496,https://doi.org/10.6028/NBS.TN.653
190.032,4.024,0.004532635839243361,https://doi.org/10.6028/NBS.TN.653
190.172,4.6549,0.004533987349522401,https://doi.org/10.6028/NBS.TN.653
191.032,4.3523,0.004532833570905181,https://doi.org/10.6028/NBS.TN.653
190.447,4.7177,0.004533987349522401,https://doi.org/10.6028/NBS.TN.653
190.532,4.7379,0.004532635839243361,https://doi.org/10.6028/NBS.TN.653
190.736,4.784,0.004533987349522401,https://doi.org/10.6028/NBS.TN.653
191.075,4.8615,0.004534218175732762,https://doi.org/10.6028/NBS.TN.653
192.892,5.2817,0.004535273680636728,https://doi.org/10.6028/NBS.TN.653
195.048,5.7893,0.004535009758343298,https://doi.org/10.6028/NBS.TN.653
195.065,5.7928,0.004535009758343298,https://doi.org/10.6028/NBS.TN.653
197.1,6.2787,0.004535438647670069,https://doi.org/10.6028/NBS.TN.653
203.01,6.9812,0.004536065631861877,https://doi.org/10.6028/NBS.TN.653
203.322,7.7904,0.004536890875216334,https://doi.org/10.6028/NBS.TN.653
207.197,8.7439,0.004537683391381796,https://doi.org/10.6028/NBS.TN.653
213.323,10.2706,0.0045391370570283356,https://doi.org/10.6028/NBS.TN.653
222.792,12.6432,0.0045411869856265595,https://doi.org/10.6028/NBS.TN.653
227.846,13.9174,0.004542245737892725,https://doi.org/10.6028/NBS.TN.653
233.272,15.2884,0.004543470535784396,https://doi.org/10.6028/NBS.TN.653
238.506,16.6109,0.004544695994377662,https://doi.org/10.6028/NBS.TN.653
242.985,17.7429,0.004545756383678417,https://doi.org/10.6028/NBS.TN.653
248.766,19.2026,0.004546983075819794,https://doi.org/10.6028/NBS.TN.653
253.111,20.3005,0.004547812296724158,https://doi.org/10.6028/NBS.TN.653
258.314,21.6145,0.004549040098860462,https://doi.org/10.6028/NBS.TN.653
262.932,22.7811,0.00455006930847573,https://doi.org/10.6028/NBS.TN.653
267.819,24.0117,0.004551796770795143,https://doi.org/10.6028/NBS.TN.653
267.886,24.0266,0.004551796770795143,https://doi.org/10.6028/NBS.TN.653
273.153,25.3551,0.004552361802632569,https://doi.org/10.6028/NBS.TN.653
187.649,4.3274,0.004164466093375155,https://doi.org/10.6028/NBS.TN.653
188.927,4.6771,0.0041646330069588155,https://doi.org/10.6028/NBS.TN.653
190.532,5.1216,0.004163715147788904,https://doi.org/10.6028/NBS.TN.653
191.453,5.3786,0.004165161654922021,https://doi.org/10.6028/NBS.TN.653
194.804,6.3256,0.004165857448857227,https://doi.org/10.6028/NBS.TN.653
199.611,7.7104,0.004166887650608404,https://doi.org/10.6028/NBS.TN.653
203.054,8.7135,0.004167584021369501,https://doi.org/10.6028/NBS.TN.653
207.627,10.0574,0.004168447844430587,https://doi.org/10.6028/NBS.TN.653
212.935,11.6265,0.00416950721294727,https://doi.org/10.6028/NBS.TN.653
221.36,14.131,0.0041712368127599505,https://doi.org/10.6028/NBS.TN.653
228.637,16.3016,0.004172800265777332,https://doi.org/10.6028/NBS.TN.653
236.599,18.6801,0.004174364891253616,https://doi.org/10.6028/NBS.TN.653
245.086,21.214,0.0041766860492187035,https://doi.org/10.6028/NBS.TN.653
233.068,23.5968,0.0041778615949655045,https://doi.org/10.6028/NBS.TN.653
260.836,25.9036,0.004179430019030281,https://doi.org/10.6028/NBS.TN.653
268.824,28.2716,0.00418099962115126,https://doi.org/10.6028/NBS.TN.653
275.154,30.1472,0.004182402048185855,https://doi.org/10.6028/NBS.TN.653
183.351,3.8252,0.0037730817901202437,https://doi.org/10.6028/NBS.TN.653
185.267,4.4884,0.0037735157008063906,https://doi.org/10.6028/NBS.TN.653
189.259,5.897,0.0037746809020653867,https://doi.org/10.6028/NBS.TN.653
190.532,6.3513,0.0037733329894066086,https://doi.org/10.6028/NBS.TN.653
194.419,7.7509,0.0037752294810992335,https://doi.org/10.6028/NBS.TN.653
198.42,9.1963,0.003775938298389109,https://doi.org/10.6028/NBS.TN.653
201.044,10.1638,0.0037765101191437537,https://doi.org/10.6028/NBS.TN.653
207.77,12.6173,0.00377783741052154,https://doi.org/10.6028/NBS.TN.653
213.666,14.7882,0.0037789365643220766,https://doi.org/10.6028/NBS.TN.653
222.393,18.1824,0.0037806552731528683,https://doi.org/10.6028/NBS.TN.653
232.812,21.835,0.003782513235543361,https://doi.org/10.6028/NBS.TN.653
241.295,24.9578,0.0037840744170625756,https://doi.org/10.6028/NBS.TN.653
254.531,29.8027,0.0037865105953836537,https://doi.org/10.6028/NBS.TN.653
261.826,32.4594,0.0037879369843651814,https://doi.org/10.6028/NBS.TN.653
267.883,34.6584,0.003789088081080904,https://doi.org/10.6028/NBS.TN.653
272.981,36.4997,0.0037901016250560977,https://doi.org/10.6028/NBS.TN.653
179.14,3.3044,0.003549541086931952,https://doi.org/10.6028/NBS.TN.653
179.83,3.5849,0.0035496623461785727,https://doi.org/10.6028/NBS.TN.653
181.008,4.0651,0.003549904889528236,https://doi.org/10.6028/NBS.TN.653
164.441,5.4773,0.0035505518338671198,https://doi.org/10.6028/NBS.TN.653
190.532,8.009,0.003550450733271035,https://doi.org/10.6028/NBS.TN.653
196.384,10.4601,0.003553081221375929,https://doi.org/10.6028/NBS.TN.653
200.537,12.2244,0.003553445750048323,https://doi.org/10.6028/NBS.TN.653
208.822,15.7426,0.0035548235336541278,https://doi.org/10.6028/NBS.TN.653
217.044,19.2276,0.003556344387513847,https://doi.org/10.6028/NBS.TN.653
225.022,22.5971,0.0035577447228506173,https://doi.org/10.6028/NBS.TN.653
233.079,25.9963,0.0035592680778073075,https://doi.org/10.6028/NBS.TN.653
240.996,29.3223,0.003560650380992438,https://doi.org/10.6028/NBS.TN.653
250.735,33.3921,0.0035624204823218085,https://doi.org/10.6028/NBS.TN.653
258.646,36.6598,0.003563825607700686,https://doi.org/10.6028/NBS.TN.653
266.75,10.0092,0.00362744313373477,https://doi.org/10.6028/NBS.TN.653
274.303,13.1136,0.003628900031482881,https://doi.org/10.6028/NBS.TN.653
182.834,6.5518,0.0034313845521373324,https://doi.org/10.6028/NBS.TN.653
162.631,6.5491,0.0033719949185924882,https://doi.org/10.6028/NBS.TN.653
175.629,3.1376,0.0033707551877675125,https://doi.org/10.6028/NBS.TN.653
178.081,4.2935,0.00337121086518068,https://doi.org/10.6028/NBS.TN.653
188.292,9.1648,0.003372907067316933,https://doi.org/10.6028/NBS.TN.653
190.532,10.2101,0.0033723049937996077,https://doi.org/10.6028/NBS.TN.653
193.63,11.7303,0.0033738197096604117,https://doi.org/10.6028/NBS.TN.653
198.667,14.1558,0.00337473284602371,https://doi.org/10.6028/NBS.TN.653
203.156,16.3161,0.0033755185387191215,https://doi.org/10.6028/NBS.TN.653
208.214,18.7511,0.0033763228821329307,https://doi.org/10.6028/NBS.TN.653
212.424,20.7694,0.00337712760896785,https://doi.org/10.6028/NBS.TN.653
218.758,23.8049,0.003378152361725094,https://doi.org/10.6028/NBS.TN.653
223.742,26.1867,0.0033790678452080367,https://doi.org/10.6028/NBS.TN.653
229.135,28.7485,0.003379965500556933,https://doi.org/10.6028/NBS.TN.653
233.395,30.7683,0.003380661969854389,https://doi.org/10.6028/NBS.TN.653
237.607,32.7596,0.0033813403868634792,https://doi.org/10.6028/NBS.TN.653
243.055,35.3252,0.003382367698247775,https://doi.org/10.6028/NBS.TN.653
248.039,37.6587,0.0033831753094999816,https://doi.org/10.6028/NBS.TN.653
253.126,40.0348,0.00338409351782707,https://doi.org/10.6028/NBS.TN.653
263.283,44.7525,0.0033858027116595952,https://doi.org/10.6028/NBS.TN.653
272.927,49.184,0.0033874031986869018,https://doi.org/10.6028/NBS.TN.653
172.566,5.5009,0.0031177993644228804,https://doi.org/10.6028/NBS.TN.653
178.48,9.0082,0.0031187819674371947,https://doi.org/10.6028/NBS.TN.653
186.85,13.9761,0.003120139914062856,https://doi.org/10.6028/NBS.TN.653
190.532,16.1544,0.0031197339670569514,https://doi.org/10.6028/NBS.TN.653
196.089,19.431,0.0031215928204563785,https://doi.org/10.6028/NBS.TN.653
204.181,24.1785,0.003122968860090505,https://doi.org/10.6028/NBS.TN.653
211.525,28.4629,0.003124126923679589,https://doi.org/10.6028/NBS.TN.653
219.063,32.8253,0.0031253955188028995,https://doi.org/10.6028/NBS.TN.653
227.105,37.4341,0.0031266651446060726,https://doi.org/10.6028/NBS.TN.653
235.3,42.1001,0.0031279358023456856,https://doi.org/10.6028/NBS.TN.653
244.174,47.0891,0.003129411688127332,https://doi.org/10.6028/NBS.TN.653
253.828,52.4859,0.0031309833091036974,https://doi.org/10.6028/NBS.TN.653
259.343,55.5441,0.0031309833091036974,https://doi.org/10.6028/NBS.TN.653
267.733,60.1053,0.0031332334717516465,https://doi.org/10.6028/NBS.TN.653
274.489,63.8125,0.0031343046142141774,https://doi.org/10.6028/NBS.TN.653
172.766,11.3831,0.002938931403601191,https://doi.org/10.6028/NBS.TN.653
176.889,14.2805,0.0029395411174075255,https://doi.org/10.6028/NBS.TN.653
181.669,17.6336,0.002940317482779614,https://doi.org/10.6028/NBS.TN.653
189.783,23.2523,0.0029416077102785605,https://doi.org/10.6028/NBS.TN.653
190.532,23.7772,0.002940761304286453,https://doi.org/10.6028/NBS.TN.653
197.315,28.4387,0.0029427323797483608,https://doi.org/10.6028/NBS.TN.653
204.169,33.1269,0.0029440525328255055,https://doi.org/10.6028/NBS.TN.653
212.644,38.8576,0.002945081683548635,https://doi.org/10.6028/NBS.TN.653
228.43,49.3464,0.002947588029392263,https://doi.org/10.6028/NBS.TN.653
235.778,54.155,0.0029529072245686413,https://doi.org/10.6028/NBS.TN.653
247.36,61.652,0.002950461642800755,https://doi.org/10.6028/NBS.TN.653
252.992,65.2311,0.0029517468148378993,https://doi.org/10.6028/NBS.TN.653
168.753,16.9422,0.002781866843851553,https://doi.org/10.6028/NBS.TN.653
180.116,26.2665,0.0027835684661865214,https://doi.org/10.6028/NBS.TN.653
188.528,33.045,0.0027873019265206547,https://doi.org/10.6028/NBS.TN.653
190.532,34.644,0.002784239750751291,https://doi.org/10.6028/NBS.TN.653
196.791,39.6392,0.002786056327461559,https://doi.org/10.6028/NBS.TN.653
204.366,45.5919,0.0027872146983343457,https://doi.org/10.6028/NBS.TN.653
211.255,50.9403,0.002788224387108685,https://doi.org/10.6028/NBS.TN.653
218.293,56.3516,0.002789234807682313,https://doi.org/10.6028/NBS.TN.653
228.285,62.4075,0.002794235295870449,https://doi.org/10.6028/NBS.TN.653
234.42,68.5032,0.0027916453068578743,https://doi.org/10.6028/NBS.TN.653
114.524,0.8945,0.002385228163675044,https://doi.org/10.6028/NBS.TN.653
114.524,4.7517,0.0023650231839911656,https://doi.org/10.6028/NBS.TN.653
114.524,7.5421,0.0023516861175566085,https://doi.org/10.6028/NBS.TN.653
114.524,10.3824,0.002338656530318092,https://doi.org/10.6028/NBS.TN.653
114.524,13.3256,0.002325874650279158,https://doi.org/10.6028/NBS.TN.653
114.524,16.3436,0.002313025753645081,https://doi.org/10.6028/NBS.TN.653
114.524,19.6656,0.0023002501420818456,https://doi.org/10.6028/NBS.TN.653
114.524,23.245,0.0022866583646333418,https://doi.org/10.6028/NBS.TN.653
114.524,27.1554,0.002272753905270761,https://doi.org/10.6028/NBS.TN.653
114.524,31.2987,0.0023082642387518577,https://doi.org/10.6028/NBS.TN.653
119.42,0.8328,0.0024276178547292457,https://doi.org/10.6028/NBS.TN.653
119.42,3.0274,0.0024132125510798632,https://doi.org/10.6028/NBS.TN.653
119.42,6.2146,0.0023950143541832296,https://doi.org/10.6028/NBS.TN.653
119.42,10.4007,0.002373378342966291,https://doi.org/10.6028/NBS.TN.653
119.42,14.9093,0.0023523072379722136,https://doi.org/10.6028/NBS.TN.653
119.42,19.8372,0.002330796308167818,https://doi.org/10.6028/NBS.TN.653
119.42,25.3748,0.0023086061392430615,https://doi.org/10.6028/NBS.TN.653
119.42,31.691,0.0022874721937167584,https://doi.org/10.6028/NBS.TN.653
124.917,0.9796,0.002473875626001858,https://doi.org/10.6028/NBS.TN.653
124.917,4.496,0.002450432144000405,https://doi.org/10.6028/NBS.TN.653
124.917,8.4186,0.0024266823783673256,https://doi.org/10.6028/NBS.TN.653
124.917,12.519,0.0024035553467602997,https://doi.org/10.6028/NBS.TN.653
124.917,16.8629,0.0023820475556738095,https://doi.org/10.6028/NBS.TN.653
124.917,21.7985,0.0023591612800408983,https://doi.org/10.6028/NBS.TN.653
124.917,27.3638,0.0023352838807515837,https://doi.org/10.6028/NBS.TN.653
130.987,1.5025,0.002535097820906976,https://doi.org/10.6028/NBS.TN.653
130.987,4.6246,0.002530601014400524,https://doi.org/10.6028/NBS.TN.653
130.987,7.9344,0.0024807959846272756,https://doi.org/10.6028/NBS.TN.653
130.987,11.52,0.002459102083071927,https://doi.org/10.6028/NBS.TN.653
130.987,15.7736,0.002436974336106291,https://doi.org/10.6028/NBS.TN.653
130.987,20.0714,0.0024140909290137407,https://doi.org/10.6028/NBS.TN.653
130.987,24.9306,0.002389772256520175,https://doi.org/10.6028/NBS.TN.653
130.987,30.2874,0.0023645926203693705,https://doi.org/10.6028/NBS.TN.653
134.328,0.6891,0.0025767471512952184,https://doi.org/10.6028/NBS.TN.653
